1500020000005	IOPOVISOL FRASCO X 500 ML	19211810	UN	MEDICADOS	IOPOVISOL	1
1500020000010	IOPOVISOL LITRO BALA BOMBA	19211710	FC	MEDICADOS	IOPOVISOL	1
1500020000015	IOPOVISOL SOL TOP 120ML CJX25 FRASCO	19211600	CJ	MEDICADOS	IOPOVISOL	25
1500020000020	IOPOVISOL SOL TOP 60GR CX36 UN	19211200	CJ	MEDICADOS	IOPOVISOL	36
1500020000025	IOPOVISOL SOLUCION TOPICA CJ X 4 GAL	19211100	CJ	MEDICADOS	IOPOVISOL	4
1500020000030	IOPOVISOL SOLUCION TOPICA FRASCO X 30 MLCX45	19211400	CJ	MEDICADOS	IOPOVISOL	45
1500020000035	YODOPOVIDONA AL 12.5% KG	19111300	KG	MEDICADOS	IOPOVISOL	1
1500020000040	IOPOVISOL S.T FCX30 ML CJX50UND	19211500	CJ	MEDICADOS	IOPOVISOL	50
1500025000005	GEL ANTISÉPTICO 70% FRASCO X 30 ML	13011030	UN	MEDICADOS	GEL MEDICADO	1
1500025000010	GEL ANTISÉPTICO 70% FRASCO X 60 ML	13011060	UN	MEDICADOS	GEL MEDICADO	1
1500025000015	GEL ANTISÉPTICO 70% FRASCO X 120 ML CJX28	13011120	CJ	MEDICADOS	GEL MEDICADO	28
1500025000020	GEL ANTISÉPTICO 70% FRASCO X 300 mL	13011300	UN	MEDICADOS	GEL MEDICADO	1
1500025000025	GEL ANTISÉPTICO 70% FRASCO PET X 500 ML	13011500T	UN	MEDICADOS	GEL MEDICADO	1
1500025000030	GEL ANTISÉPTICO 70% FRASCO PET X 1000 ML	13011010T	UN	MEDICADOS	GEL MEDICADO	1
1500025000035	GEL ANTISÉPTICO 70% FRASCO PEAD X 500 mL	13011500D	UN	MEDICADOS	GEL MEDICADO	1
1500025000040	GEL ANTISÉPTICO 70% FRASCO PEAD X 1000 ML	13011010D	UN	MEDICADOS	GEL MEDICADO	1
1500025000045	GEL ANTISÉPTICO 70% BOLSA X 800 mL VAL	223080	UN	MEDICADOS	GEL MEDICADO	1
1500025000050	GEL ANTISÉPTICO 70% BOLSA X 1000 mL VAL	223010	UN	MEDICADOS	GEL MEDICADO	1
1500025000055	GEL ANTISÉPTICO 70% GALÓN X 3785 mL	13011378	GL	MEDICADOS	GEL MEDICADO	1
1550005000005	ISOPAÑIN 6 X 6 SACHETS	126112000	UN	DISPOSITIVOS MEDICOS	ISOPAÑIN	1
1550005000010	ISOPAÑIN SACHETS CAJA X 1000	12800-1000	UN	DISPOSITIVOS MEDICOS	ISOPAÑIN	1
1550005000015	ISOPAÑIN TOALLA ANTISEPTICA 6X6 CAJA X 200	12611210	CJ	DISPOSITIVOS MEDICOS	ISOPAÑIN	1
1550005000020	ISOPAÑIN TOALLA ANTISEPTICA CAJA X 100 SACHET	12611400	CJ	DISPOSITIVOS MEDICOS	ISOPAÑIN	1
1550005000025	ISOPAÑIN TOALLA ANTISEPTICA CX200	12611300	CJ	DISPOSITIVOS MEDICOS	ISOPAÑIN	1
1550005000035	SACHET ISOPANIN TOALLA ANTISEPTICA	126111000	UN	DISPOSITIVOS MEDICOS	ISOPAÑIN	1
1550010000005	PAÑIN PLUS 2% 6x6 SACHETS	12410-2000	UN	DISPOSITIVOS MEDICOS	PAÑIN	1
1550010000010	PAÑIN PLUS 2% SACHETS UDS	12410-1000	UN	DISPOSITIVOS MEDICOS	PAÑIN	1
1550010000015	TOALLA PAÑIN PLUS 2% 6X6CAJA X200	12410200	CJ	DISPOSITIVOS MEDICOS	PAÑIN	1
1550010000020	TOALLA PAÑIN PLUS 2% CX200 UDS	12411500	CJ	DISPOSITIVOS MEDICOS	PAÑIN	1
1550010000025	TOALLA PAÑIN PLUS CAJA X 100	12911400	CJ	DISPOSITIVOS MEDICOS	PAÑIN	1
1550010000030	TOALLA PAÑIN PLUS CAJA X 1000	12910-1000	UN	DISPOSITIVOS MEDICOS	PAÑIN	1
1550015000005	JAMUC PROTECTOR CUTANEO CAJA X 50 UND	23050	CJ	DISPOSITIVOS MEDICOS	PROTECTOR CUTANEO	1
1550015000010	PROTECTOR CUTANEO CX100 SACHETS	23051	CJ	DISPOSITIVOS MEDICOS	PROTECTOR CUTANEO	1
1550020000005	DET.LUB POLIENZIMARICO BAJO ESP GFX2000ML CJX6	15411800-04	CJ	DISPOSITIVOS MEDICOS	DETERGENTES	6
1550020000010	DET.LUB POLIENZIMATICO BAJO ESP GFX3785ML CJX4	15411800-05	CJ	DISPOSITIVOS MEDICOS	DETERGENTES	4
1550020000015	DET.LUB POLIENZIMATICO ESPUMA EN AEROSOL X 150ML	15411700-20	UN	DISPOSITIVOS MEDICOS	DETERGENTES	1
1550020000020	DETERGENTE ENZIMATICO FORTE CJ X 4 GL	15411200A	CJ	DISPOSITIVOS MEDICOS	DETERGENTES	4
1550020000025	DETERGENTE ENZIMATICO FORTE FC BALAX1000MLBOCA38	15411600-01	UN	DISPOSITIVOS MEDICOS	DETERGENTES	1
1550020000030	DETERGENTE LUB. POLIENZIMATICO CJX4 GL X 3.785 ML	15411100-04	CJ	DISPOSITIVOS MEDICOS	DETERGENTES	4
1550020000035	DETERGENTE LUB. POLIENZIMATICO ESPUMA FCOX600ML CJ	15411600-20	CJ	DISPOSITIVOS MEDICOS	DETERGENTES	12
1550020000040	DETERGENTE LUB. POLIENZIMATICO GA 2000ML CX6	15411600-04	CJ	DISPOSITIVOS MEDICOS	DETERGENTES	6
1550020000045	LIMPIADOR DESINFEC ASEPTIBAC PENTA GL CJX4	13111300	CJ	DISPOSITIVOS MEDICOS	DETERGENTES	4
1550020000050	LIMPIADOR DESINFEC ASEPTIBAC PENTA FCO 600m CJx12	13111600	CJ	DISPOSITIVOS MEDICOS	DETERGENTES	12
1550020000055	LIMPIADOR DESINFEC ASEPTIBAC SOLUCION GALON CJ X4	13111100	CJ	DISPOSITIVOS MEDICOS	DETERGENTES	4
1600005000005	SOLISORB X 120 G TAPA PITORRO	22335	UN	GELIFICANTES	SOLISORB	1
1600005000010	SOLISORB X 20 G SOBRES CX50	18111220	CJ	GELIFICANTES	SOLISORB	50
1600005000015	SOLISORB X 2000 G TARRINA	18111100-04	UN	GELIFICANTES	SOLISORB	1
1600005000020	SOLISORB X 60 G TAPA PITORRO	22334	UN	GELIFICANTES	SOLISORB	1
1650005000005	ALCOHOL GEL ANTIBACTERIAL FC X 1000ML ALKOSTO	2355	UN	COSMETICOS	ASEPTIGEL (EXC)	1
1650005000010	ALCOHOL GEL ANTIBACTERIAL FC X 300 ML ALKOSTO	23510	UN	COSMETICOS	ASEPTIGEL (EXC)	1
1650005000025	ASEPTIGEL ANTIBAC BOLSA X 800mL SENSOR SD-958P	12211800S	UN	COSMETICOS	ASEPTIGEL (EXC)	1
1650005000030	ASEPTIGEL ANTIBACTERIAL BOLSA 1000mL SENSOR	12211900S	BL	COSMETICOS	ASEPTIGEL (EXC)	1
1650005000035	ASEPTIGEL ANTIBACTERIAL FRAG. BX1000ML VL SB518L	22365B	UN	COSMETICOS	ASEPTIGEL (EXC)	1
1650005000040	ASEPTIGEL ANTIBACTERIAL FRAG. BX800ML VL SB518L	22337B	UN	COSMETICOS	ASEPTIGEL (EXC)	1
1650005000045	ASEPTIGEL CON FRAGANCIA BOLSA X 800ML V DCHQ	22337A	UN	COSMETICOS	ASEPTIGEL (EXC)	1
1650005000050	ASEPTIGEL CON FRAGANCIA FC 30ML MUESTRA	12211201A	UN	COSMETICOS	ASEPTIGEL (EXC)	1
1650005000055	ASEPTIGEL CON FRAGANCIA FC X 300 ML	12211300-01A	UN	COSMETICOS	ASEPTIGEL (EXC)	1
1650005000060	ASEPTIGEL FC X 1000 ML SIN FRAGANCIA	12211600-02A	UN	COSMETICOS	ASEPTIGEL (EXC)	1
1650005000065	ASEPTIGEL GEL ANTIBA CON FRAGANCIA FC X 1000ML	12211600-01A	UN	COSMETICOS	ASEPTIGEL (EXC)	1
1650005000070	ASEPTIGEL GEL ANTIBA CON FRAGANCIA FC X 120MLCJX28	12211200-01A	CJ	COSMETICOS	ASEPTIGEL (EXC)	28
1650005000075	ASEPTIGEL GEL ANTIBA CON FRAGANCIA FC X 500ML	12211700-01A	FC	COSMETICOS	ASEPTIGEL (EXC)	1
1650005000080	ASEPTIGEL GEL ANTIBA CON FRAGANCIA FC X 60ML	12211202A	UN	COSMETICOS	ASEPTIGEL (EXC)	1
1650005000085	ASEPTIGEL GEL ANTIBACTERIAL CON FRAG GL X 3785ML	12211100-01A	GL	COSMETICOS	ASEPTIGEL (EXC)	1
1650005000090	ASEPTIGEL SIN FRAGANCIA GALON	12211100-02A	UN	COSMETICOS	ASEPTIGEL (EXC)	1
1650015000005	ASEPTIGERM JAB ANTIB MANZ VAL SENSOR	14011901-06	UN	COSMETICOS	ASEPTIGERM	1
1650015000010	ASEPTIGERM JAB ANTIB DURAZNO 30ML MUESTRA	15011201	UN	COSMETICOS	ASEPTIGERM	1
1650015000015	ASEPTIGERM JAB ANTIB ESPUM MANZ 30ML MUESTRA	14011201	UN	COSMETICOS	ASEPTIGERM	1
1650015000020	ASEPTIGERM JAB ANTIB MANZANA BOLSA X 800ML	14011450	UN	COSMETICOS	ASEPTIGERM	1
1650015000025	ASEPTIGERM JAB ANTIB ESP DURAZNO B800 ACIDO	15011801	UN	COSMETICOS	ASEPTIGERM	1
1650015000030	ASEPTIGERM JAB ANTIB ESP MANZANA B800C ACIDO	14011901	UN	COSMETICOS	ASEPTIGERM	1
1650015000035	ASEPTIGERM JAB ANTIB DURAZNO ACIDO LT	15011600	FC	COSMETICOS	ASEPTIGERM	1
1650015000045	ASEPTIGERM JAB ANTIB ALKOSTO MAZANA BL 800ML CX10	2411A	UN	COSMETICOS	ASEPTIGERM	1
1650015000050	ASEPTIGERM JAB ANTIB MANZANA GL X3785 ML	14011100	GL	COSMETICOS	ASEPTIGERM	1
1650015000055	ASEPTIGERM JAB ANTIB MANZANA LT	14011601	LT	COSMETICOS	ASEPTIGERM	1
1650015000060	ASEPTIGERM JAB ANTIB MANZANA B800ML V 0.8	14011950-2	UN	COSMETICOS	ASEPTIGERM	1
1650020000005	CREMA HIDRATANTE 30ML	2305	FC	COSMETICOS	JAMUC	1
1650020000010	CREMA HIDRATANTE JAMUC BOLSA DISPENSADOR X500ML	23015	UN	COSMETICOS	JAMUC	1
1650020000015	CREMA HIDRATANTE JAMUC BOLSA X 800 ML VALVULA LIQU	23014	UN	COSMETICOS	JAMUC	1
1650020000020	CREMA HIDRATANTE JAMUC TUBO 200ML UNIDAD	3020	UN	COSMETICOS	JAMUC	1
1650020000025	CREMA PROTECTORA 3O GR AL 10%	2306	UN	COSMETICOS	JAMUC	1
1650020000030	CREMA PROTECTORA CUTANEA 10% TUBO 150GM	2301	UN	COSMETICOS	JAMUC	1
1650020000040	CREMA PROTECTORA CUTANEA ULTRA TUBO 150GM	2302	TUB	COSMETICOS	JAMUC	1
1650020000045	CREMA ULTRA PROTECTORA 30gmr 30%	2307	UN	COSMETICOS	JAMUC	1
1650020000050	JAMUC LIMPIADOR CUTANEO ESPUMA X 280 ML	3010	UN	COSMETICOS	JAMUC	1
1650020000065	LIMPIADOR CUTANEO FRASCO X 100 mL	3024	UN	COSMETICOS	JAMUC	1
1650020000075	REMOVEDOR DE ADHESIVOS CX50	12711100-A	CJ	COSMETICOS	JAMUC	1
1650020000076	LIMPIADOR CUTANEO JAMUC 250 ML	3025	UN	COSMETICOS	JAMUC	1
1700005000005	DESENGRASANTE ALKOSTO 600 PISTOLA	2144A	FC	INSTITUCIONAL	DESENGRASANTES	1
1700005000010	LIFT DESENGRASANTE MULTIUSOS PISTOLA X 600mL	11209A	UN	INSTITUCIONAL	DESENGRASANTES	1
1700005000020	SHAMPOO CERA AUTOS GALON	2180	GL	INSTITUCIONAL	DESENGRASANTES	1
1700005000025	SPOT LIGTH PISTOLA 600CC	21121A	GF	INSTITUCIONAL	DESENGRASANTES	1
1700005000030	LIMPIADOR DESINF SUP DURAS LAVANDA	406	UN	INSTITUCIONAL	DESENGRASANTES	1
1700005000035	LIMPIADOR NEUTRAL AUTO BRILLANTE	21137A	UN	INSTITUCIONAL	DESENGRASANTES	1
1700010000005	TTC 500 PISTOLA	11303A	GF	INSTITUCIONAL	TTC	1
1700010000010	TTC 600 RPTO CARREFOUR	11307A	GF	INSTITUCIONAL	TTC	1
1700010000015	TTC BACTERICIDA SANITARIO GALON 3.785CC	11302A	GL	INSTITUCIONAL	TTC	1
1700015000005	CLEAN FORCE COCINA PISTOLA 600CC	C201A	GF	INSTITUCIONAL	CLEAN FORCE	1
1700015000010	CLEAN FORCE COCINAS RPTO 600ml	C202A	UN	INSTITUCIONAL	CLEAN FORCE	1
1700015000015	CLEAN FORCE CONCENTRADO GALON	11401A	GL	INSTITUCIONAL	CLEAN FORCE	1
1700015000020	CLEAN FORCE CUÑETE BAÑOS	11404A	CU	INSTITUCIONAL	CLEAN FORCE	1
1700015000025	CLEAN FORCE HORNOS PISTOLA 600CC	C203A	UN	INSTITUCIONAL	CLEAN FORCE	1
1700015000035	CLEAN FORCE LIMPIADOR D. SANITARIOS PISTOLA X 600m	C207A	UN	INSTITUCIONAL	CLEAN FORCE	1
1700015000040	CLEAN FORCE MULTIUSOS GALON X 3.785mL	C3785A	UN	INSTITUCIONAL	CLEAN FORCE	1
1700015000045	CLEAN FORCE PISTOLA 600CC	11406A	GF	INSTITUCIONAL	CLEAN FORCE	1
1700015000050	CLEAN FORCE REPUESTO 600CC	11407A	GF	INSTITUCIONAL	CLEAN FORCE	1
1700015000055	CLEAN FORCE LIMP. DESINFECTACTE BAÑOS GL 3785ML	C213A	GL	INSTITUCIONAL	CLEAN FORCE	1
1700020000005	EST-EEM COCINAS GALON	11502A	GL	INSTITUCIONAL	EST-EEM	1
1700020000015	EST-EEM REPUESTO 600CC CARREFOUR	11507C	GF	INSTITUCIONAL	EST-EEM	1
1700020000020	EST-EEM SANITIZANTE PISTOLA 600CC	11506A	GF	INSTITUCIONAL	EST-EEM	1
1700020000025	EST-EEM SANITIZANTE RPTO 600CC	11507A	GF	INSTITUCIONAL	EST-EEM	1
1700025000005	VERSATILE REPUESTO 600CC JUMBO	11707A	GF	INSTITUCIONAL	INSTITUCIONAL VERSATILE	1
1700030000005	SEARCH SUAVIZANTE ROPAS 4LTS	11910A	GL	INSTITUCIONAL	INSTITUCIONAL SUAVIZANTE	1
1700030000010	SEARCH DETERG.4LT PARA ROPA	11900A	UN	INSTITUCIONAL	INSTITUCIONAL SUAVIZANTE	1
1700035000005	PREPLANCHADO 2LT ALKOSTO	2214A	GF	INSTITUCIONAL	INSTITUCIONAL PRE - PLANCHADO	1
1700035000010	PREPLANCHADO 500 PISTOLA ALKOSTO	2211A	FC	INSTITUCIONAL	INSTITUCIONAL PRE - PLANCHADO	1
1700040000005	PRELAVADO 2LT	21103A	GF	INSTITUCIONAL	INSTITUCIONAL PRE - LAVADO	1
1700040000010	PRELAVADO 2LT ALKOSTO	2204A	UN	INSTITUCIONAL	INSTITUCIONAL PRE - LAVADO	1
1700040000015	PRELAVADO 500 PISTOLA ALKOSTO	2201A	FC	INSTITUCIONAL	INSTITUCIONAL PRE - LAVADO	1
1900005000005	ASEPTDINA SOLUCION TOP 2% 120 ML TAPA PANAMA	17011600-02	UN	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000010	ASEPTIDINA 4% 500 ML PANAMA	12111300-09	FC	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000015	ASEPTIDINA 4% FCO 1000 ML PANAMA	12111300-08	UN	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000020	ASEPTIDINA JABON Q. 4% 60 ML PANAMA	12111304-01	UN	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000025	ASEPTIDINA JABON Q. 4% 120 ML PANAMA	12111300-11	UN	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000030	ASEPTIDINA JABON Q. 4% 240 ML PANAMA	12111300-17	UN	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000035	ASEPTIDINA JABON Q. 4% ESP. BOL 1000 SENS PANAMA	12111300-22	UN	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000040	ASEPTIDINA JABON Q. 4% ESP. BOL 1000 V 0.8 PANAMA	12111300-21	UN	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000045	ASEPTIDINA JABON Q. 4% FCO 30 ML PANAMA	12111308-01	UN	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000050	ASEPTIDINA JABON Q. 4% 3.785 ML PANAMA	12111300-06	UN	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000055	ASEPTIDINA SLN TOPICA AL 2% FCX120 ML PANAMA	17011600-06	UN	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000056	ASEPTIDINA SOL TOPICA 2%  TAPA  30 ML PANAMA	17011401	UN	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000057	ASEPTIDINA SLN TOPICA 2% SPRAY 30 ML PANAMA	17011402	UN	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000060	ASEPTIDINA SLN TOPICA AL 2% FCX60ML SPARY PANAMA	17011500-05	UN	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000061	ASEPTIDINA SLN TOPICA 2% SPRAY  FCO 240ML PANAMA	17011700-06	UN	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000065	ASEPTIDINA SOL TOPICA 2% 60 ML TAPA PANAMA	17012000-02	UN	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000066	ASEPTIDINA SLN TOPICA 2% TAPA FCO 240 ML PANAMA	17011700-07	UN	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000069	CREMA HIDRATANTE JAMUC TUBO 200 ML PANAMA	22251	UN	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000070	CREMA HIDTANTE TUBO 30 GM PANAMA	23060	UN	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000075	CREMA PROTECTORA CUTANEA 10% 150GR PANAMA	22253	UN	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000080	CREMA PROTEC CUTANEA OXI ZINC 10%30GR PANAMA	23061	UN	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000085	CREMA PROTEC CUTANEA ULTRA 30% 150GR PANAMA	22254	UN	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000090	CREMA PROTEC CUTANEA ULTRA OXI ZIN30% 30GR PANAMA	23071	UN	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000095	DET. LUB. POLIENZIMATICO BAJA ESPUMA 2L PANAMA	15411100-10	UN	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000096	DETERGENTE POLIENZIMATICO BAJA ESPUMA GL 3.785	15411100-3785	GL	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000099	DETERGENTE POLIENZIMATICO GL 3.785 PANAMA	18411100-10	GL	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000100	DET. LUB. POLIENZIMATICO ESPUMA FCX600 ML PANAMA	15411100-600	FC	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000105	DET. LUB. POLIENZIMATIVO AEROSLIL 150 ML ESP PANAM	15411700-21	UN	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000110	DET. LUB. POLIENZIMATICO GF 2 L PANAMA	15411600-05	UN	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000115	ESPUMA ANTISEPTICA YODOPOVIDONA 120 ML LE ROY	19111602	UN	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000120	IOFOAM JABON QUIRURGICO 120 ML PANAMA	19111600-1	UN	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000121	IOFOAM JABON QUIRURGICO 8% FCO LITRO PANAMA	19111700	LTR	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000122	IOFOAM JABON QUIRURGICO GALON 3.785 PANAMA	19111300-01	GL	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000125	IOPOVISOL SOLUCION TOPICA 120 ML PANAMA	19211600-1	UN	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000126	IOPOVISOL SOLUCION  TOPICA10% FCO LITRO PANAMA	19211700	LTR	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000130	IOPOVISOL SOLUCION TOPICA GL 3.785 PANAMA	19211300-01	UN	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000135	IOPOVISOL SOLUCION TOPICA 60 GR PANAMA	19211200-02	UN	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000140	IOPOVISOL SOLUCION TOPICA FC X 30 PANAMA	19211400-01	UN	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000150	JAMUC LIMPIADOR CUTANEO ESPUMA 280 ML PANAMA	3017-1	FC	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000151	LIMPIADOR CUTANEO EN ESPUMA FCO 100 ML PANAMA	3024-1	MLT	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000155	SOLUCION ANTISEPTICA YODOPOVIDONA 120ML LE ROY	19211602	UN	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000160	DISPENSADOR JABON EN BOLSA PANAMA	JV059	UN	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000165	IOFOAM JABON QUIRURGICO 8% FR X 60mL CJ X 36 PANAM	19111800-01	CJ	EXPORTACION	PRODUCTOS DE EXPORTACION	36
1900005000170	DISPENSADOR SENSOR ESPUMA / LIQUIDA TDL HYG EXPOR	SD-958P-EXP	UN	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000175	ASEPTIBAC PENTA SLN DESINFECTANTE GL 3.785 PANAMA	13111310	UN	EXPORTACION	PRODUCTOS DE EXPORTACION	1
1900005000176	ASEPTIBAC PENTA SLN DESINFECTANTE GF 600  PANAMA	13111610	UN	EXPORTACION	PRODUCTOS DE EXPORTACION	1
